AQ,DQ,RealMean,Real25,Real50,Real75,Real95,Real99.5
4,9,1300762.59715208,1200625.90196044,1287142.72728073,1398742.0871132,1589056.01859618,1744261.62552612
4,10,1258643.21306282,1163019.4785376,1253082.23396242,1353471.53704107,1534547.8862058,1697419.19381394
4,11,1197339.56455511,1096056.63565277,1191086.68738504,1294362.66038638,1467767.07621496,1588804.15599992
4,12,1131357.49467917,1024237.74548595,1129348.70180793,1218842.15461876,1414330.41165984,1730427.06942022
4,13,1052781.00539122,949658.277857438,1043554.11268394,1145689.10863773,1325479.44384694,1473838.40316136
4,14,961689.441749133,862226.331573637,951366.791520478,1042166.61609401,1220731.28042892,1516864.91965812
4,15,890886.224471829,792976.467435378,884285.384432101,984209.989770181,1134178.48930593,1337170.36166939
4,16,833085.597562239,742467.838407884,821477.391169134,919954.479202404,1076888.6649675,1233695.53939873
4,17,736619.478423442,645304.647702538,723159.850769887,812756.46752298,979702.18755332,1127805.76636254
4,18,660474.43858664,569228.224998884,653167.94806996,745448.429509826,865751.764907798,983022.548947874
4,19,588268.897064928,512205.71895252,577487.385469323,663110.61699743,794501.869723943,951906.783832153
4,20,522817.575634776,444442.720874618,516982.893559018,593396.966488049,730502.249294102,859055.069757203
4,21,462346.953714822,391214.239171657,451084.834923893,525532.55929754,640055.016596475,805652.638416441
4,22,397402.896553037,324825.657731635,389577.47871882,454380.511148728,574463.710875422,725546.523431199
4,23,344527.500951952,277121.209570695,333927.261236045,398365.456304745,509770.827916342,636812.150038212
4,24,296334.353441068,239368.073304024,288240.289014785,339956.293920608,432416.342949065,566220.476131084
4,25,257859.840810641,201315.266785038,248118.940709957,305698.624614361,395352.820641477,529101.323724849
4,26,221935.919495693,170714.834885718,215659.190712644,265201.467830498,355739.460744571,466361.576251242
4,27,188480.259163553,140559.990464685,178552.031585368,223558.811371523,315103.095692958,418643.770101603
4,28,163735.425701437,119770.053749454,155635.499824161,195485.398237923,284244.197208822,381593.199754514
4,29,139359.970169503,98484.9029954876,130521.769521163,171958.852417287,251902.015284432,298404.723668491
4,30,118285.740227528,81857.2643665661,109840.53101433,147005.691285918,215771.807343272,308844.44777221
4,31,104522.894411503,66771.7329480057,94643.9160344825,134949.685224662,203004.375768753,291294.42562868
4,32,88681.9410509197,53794.9363527979,77820.3517856074,115194.779281303,185085.171138322,313736.541919439
4,33,74732.8584874299,43387.077309108,66275.4993607949,93993.8179271278,161480.792762687,240227.252268997
4,34,62744.1854567239,34450.1012035412,53747.5134182256,83458.7274836384,140444.920725748,236365.95506414
4,35,54086.0014842328,27704.369860694,45602.9065244901,72623.163591298,128809.732369389,182354.379636221
4,36,49341.7276392561,23111.723824959,39890.5251193961,66341.2749276042,123860.823208748,200275.046329593
4,37,39879.671080049,16842.496450204,30586.1859363515,55160.6146890541,110325.541083895,163016.272285588
4,38,33205.5251954794,12809.8471451058,23692.4019984018,41801.194091581,90086.112316658,198725.965028119
4,39,29138.582628167,10117.8097210136,18812.007856703,36342.0126127182,98788.4084502766,172366.395010745
4,40,23705.3165658169,6835.46685712592,16054.9528743729,29618.9398989657,78496.4332918,171083.248557501
5,1,59650.0721287925,36497.16524439,52870.4235241025,77071.8782871314,119525.576512169,191080.507211662
5,2,400205.989563626,342719.870251716,392822.120378266,451960.893016135,546877.942638778,662027.721609857
5,3,761420.461528748,688487.555604557,750992.136994177,830886.372208954,951487.846404333,1098258.86376981
5,4,1019734.50507258,934379.942645452,1009364.73902917,1099234.02776717,1246518.42876621,1420475.34892168
5,5,1188690.22064248,1098338.80254802,1186229.2273724,1284735.86323711,1426228.64338349,1553220.51148058
5,6,1277105.32645944,1174948.29371062,1268992.72793289,1377044.26915328,1520559.39737251,1721879.87837009
5,7,1319288.18663603,1219394.28733252,1310865.57931747,1414175.65143604,1576155.13715418,1738939.32770082
5,8,1333830.02778835,1221447.16171968,1329417.07350922,1439136.43900941,1578501.15278673,1772883.10031337
5,9,1316787.93406134,1213655.61465817,1319096.24890217,1418881.4576847,1591110.09802752,1753430.72895669
5,10,1276878.83311713,1177138.56221032,1273291.19115244,1364421.41359636,1536748.54734278,1701956.01257055
5,11,1212214.63781836,1096501.95124576,1199926.81413459,1321953.02700572,1474281.16266673,1752097.39220313
5,12,1130188.47174406,1012473.8946297,1126453.94787014,1225956.44371597,1399698.10577462,1582836.84101462
5,13,1068923.88012341,966663.790254582,1066368.84971256,1169016.70531883,1322164.98835167,1490560.08260701
5,14,985669.667593536,887393.298604242,975240.839549331,1071496.76249382,1252529.08457412,1385678.15785436
5,15,902597.315250822,810249.795721082,886545.348191127,987634.034093763,1154527.11429808,1385490.71562996
5,16,825580.864910762,740218.709744132,825136.99601384,908395.706255174,1050791.80582725,1235489.30696839
5,17,732512.626180919,642947.829389373,723618.836400428,825122.621197049,949575.253044646,1144296.81757713
5,18,658359.761119651,573108.597477457,650562.071234811,737239.530880993,872937.290087989,995498.248235125
5,19,582937.118828774,505200.896705842,576501.086693513,654381.254056961,784870.89788255,962544.625153259
5,20,523172.667463133,440978.676486415,519528.751987162,592987.613972749,725731.794222481,886897.274000676
5,21,458890.550213773,386996.651165665,455699.099507662,520458.963692687,646927.41345463,790819.669303646
5,22,396631.290162708,330756.774441539,388276.725921943,455889.816882539,563009.311839616,677556.671975209
5,23,345978.875907606,277616.592608558,338700.372587432,404161.348568553,510065.053003615,609135.58437717
5,24,297440.825215825,239801.151639769,288588.626865432,344009.631880875,445506.365355376,538392.013047939
5,25,258766.129852373,206266.871720384,253205.301210237,304899.588444498,401629.624706438,489609.132576852
5,26,224216.869853626,171369.811403143,217475.850222477,264442.905665908,354209.115088074,467563.170881272
5,27,188000.968414163,140348.486350291,178899.932456742,223333.653919274,314113.2926857,424726.007884722
5,28,172808.595241949,125788.248539897,164492.145595896,210421.240802472,293329.227025936,419830.614524001
5,29,145168.48928945,104583.599333313,137781.999906941,173254.316378724,253874.503618256,396658.083328091
5,30,121829.484051313,84496.6321186125,114490.053666573,154306.478773997,216870.74950828,325754.076457689
5,31,105482.665973721,67952.6838008656,96188.3864714249,136081.88791674,206298.062759161,303417.117329152
5,32,88392.3119294401,52836.5112154573,80103.747050292,110621.155000156,178798.121201566,277792.502366896
5,33,79372.1000935359,46039.4655381836,68794.8421418332,103200.104888647,167459.129795955,273344.524785354
5,34,65318.5216386687,35685.8024412385,56014.8726051429,87556.2638833321,139057.040074771,281924.420762149
5,35,56976.2044072686,29064.2576371205,44590.722135233,75033.8749103305,141795.794582351,223677.967137573
5,36,49163.8096519485,23224.8629131678,39324.8383528662,65502.0395025367,123700.582788063,220514.568596384
5,37,37486.0092452534,17084.5902264115,28391.445247627,48025.6532426969,98027.8989791696,210363.58258451
5,38,33319.4963050943,13222.0630272252,24355.7003832243,45749.2565845171,96039.2921805232,178223.459654882
5,39,30104.6979234831,10572.3152843883,20882.1671441917,39702.2343026655,93519.8063353994,154359.698060063
5,40,24661.3083339298,8142.34066374941,16534.3434329438,30059.1467019239,81855.2758271263,227292.190729764
6,1,60088.5923486061,37633.449718086,54141.0075969059,76033.0875182622,121735.703268621,184522.793088537
6,2,402309.461757724,344631.452766294,395738.501465672,449873.413967077,559210.26591524,688224.867113253
6,3,777415.590726063,696418.082264265,775016.279359776,846814.93338238,977232.868389603,1176323.85503016
6,4,1022201.77159531,935517.23584944,1014611.11326961,1098018.22724882,1235813.01265517,1445488.07685351
6,5,1192882.46297056,1089816.97208263,1190827.60369209,1278779.10699578,1419394.78187272,1609476.53394236
6,6,1295570.99209259,1194755.59159646,1288332.56045722,1382619.04102776,1539396.15454589,1693501.12443144
6,7,1325414.24027353,1232731.7673737,1320618.07115357,1414595.7932054,1580429.60866438,1798562.39808504
6,8,1331313.45430333,1227116.38044529,1323948.07193851,1422068.75496232,1600690.49800137,1792739.68803696
6,9,1303989.6883483,1187555.55714832,1304062.00129329,1416328.5919454,1578333.46093665,1881589.08449136
6,10,1263080.28759795,1158618.16412852,1252190.07679383,1367775.17891298,1518819.36288853,1690444.76814415
6,11,1209009.70621427,1100376.02378529,1195311.73008867,1319180.41781471,1480046.57145054,1668882.1851339
6,12,1141632.63747843,1041766.77415855,1130998.03956046,1237840.57238561,1399267.46574667,1581606.29906799
6,13,1064012.7710428,966613.656041372,1052121.06166185,1166026.64535752,1286030.43732006,1441803.01384275
6,14,982389.926169894,891289.61231777,974877.004319635,1072704.74444041,1223631.16128285,1473649.08874199
6,15,909981.639570819,816980.071140097,900282.033048105,997542.112679372,1159642.94860676,1376269.52683613
6,16,823384.530760437,731132.106185979,812944.430659311,911277.227636685,1051989.59236451,1302464.93324317
6,17,741215.676618277,660896.266477583,736355.612310628,825562.610510843,960489.679009407,1109753.93082228
6,18,663193.099854768,582331.291045554,658664.098647636,746068.598740701,861656.827221598,988666.767618926
6,19,586442.51693342,503788.3296122,580731.92195835,660713.668849191,797780.737544682,965960.10912887
6,20,521370.265600891,446173.715975402,511440.312658486,592037.651364151,701289.45637562,856224.081324032
6,21,462099.147993606,392254.892542943,461461.183037148,521104.180445135,635936.250844791,771729.643587307
6,22,394506.338277005,329011.128336924,383986.745150472,454314.880517005,567657.923281497,789117.124287389
6,23,348921.772779659,282473.008848661,343703.097701426,403468.326537404,522674.570829189,664204.844090298
6,24,302081.551560762,245549.391079162,299789.603697074,350573.252274976,440455.281080198,542460.548659807
6,25,259111.872994303,201742.017358794,251608.44785329,309240.61520232,400368.98420958,510717.839472697
6,26,218266.654107561,166685.842313115,206878.865546876,260379.749544579,350475.215674438,476986.52012177
6,27,195184.393657361,142695.232628247,181358.529420135,238218.49430354,338115.119110554,438441.60455703
6,28,168574.353656473,121385.64149529,163353.830771574,206218.564897987,280936.844828586,392581.920214009
6,29,148686.693602445,105048.145856702,136871.910571588,179313.957917736,268640.169970922,390818.246882218
6,30,129316.465222497,90363.1692825286,118599.646605261,160575.892877305,228764.532765207,348679.664760631
6,31,103849.908734481,68013.6654980559,95147.8328494876,134580.074453937,200392.778786067,283742.904683088
6,32,95565.2863839342,58375.2441802149,86236.0078688636,126761.643603093,189207.232099939,273288.699401942
6,33,83026.065908311,48262.2864976717,72970.1653764852,109224.746949105,176685.622017595,280399.23396808
6,34,70335.3644361852,34993.1697930448,58349.8442415806,92406.4875974649,168722.447635706,320038.834724886
6,35,56550.454088765,29168.1246806786,45713.3047853422,74616.1748812793,141129.025156663,199929.565731438
6,36,48886.0031972895,23589.7448664485,36195.2950189776,64716.8811195137,129739.452848312,267157.627363412
6,37,39956.3283248507,16868.5187175713,30170.4716722839,50639.2890605162,112997.547069775,170920.161304981
6,38,34339.2904448823,13501.7514503669,23215.6874328007,44836.7513239836,92125.3101744649,226383.965324407
6,39,30171.8365533888,10712.0130340045,19262.483746432,40202.0067904585,90788.0119766113,180532.163618673
6,40,24210.9629271436,8195.66768570088,16574.3539758881,32523.9032922676,72280.3050149027,186344.520997501
7,1,63715.6380364494,41223.9591543024,55695.8928186031,80437.7392510421,140894.708739448,176548.687096445
7,2,407246.481284054,346869.966239642,400248.277985723,456627.319050205,562084.67831997,662933.580329341
7,3,781465.144456446,705247.415365224,772621.388869265,854287.747803847,967169.380985988,1167527.7588945
7,4,1044648.31358483,951999.368519989,1039930.67443291,1124159.86332315,1273511.00528018,1454289.8528585
7,5,1206371.9969203,1116514.86583766,1193753.19611494,1293868.36341727,1436935.46604543,1614924.36720073
7,6,1303598.53989741,1204226.3973451,1303638.55661029,1400863.45155037,1553003.28106622,1763638.5610825
7,7,1343878.38345755,1234524.99683118,1340548.40249736,1452934.92146664,1601059.71429852,1769841.15362408
7,8,1348096.27513975,1236905.19916342,1340372.09635903,1448707.94739282,1631298.84403995,1753648.15734175
7,9,1315880.23459744,1196731.32591689,1312828.67537686,1407483.48754163,1603779.14477498,1830963.82110097
7,10,1283644.06810635,1183462.06816703,1280332.6150908,1378163.40460674,1545742.97536262,1792827.83184255
7,11,1208783.05696594,1095426.53259218,1204378.55849204,1323083.24554928,1460608.231671,1733940.61964581
7,12,1155805.46669031,1058606.94743985,1145318.0608282,1260889.84262776,1422550.05307467,1628102.17284917
7,13,1063880.70095178,971150.642383424,1055946.83319906,1154127.44192577,1314462.32904986,1506680.66468381
7,14,999743.071700379,911359.883959226,989326.600795042,1094446.70619808,1228694.39453001,1413290.70904756
7,15,901231.142472999,808829.373584547,892942.064984576,991264.778840869,1153854.24220738,1370788.06895437
7,16,819495.347791192,729638.567866521,808655.83113879,902280.640053805,1051712.68957341,1195406.89103903
7,17,738698.882369719,650978.122288295,732626.313549822,815567.558994888,957226.195721947,1115759.73802339
7,18,661724.49290283,574714.839785316,649218.320637155,731108.112610971,883132.223982457,1078584.09127374
7,19,588422.941870738,512793.937981351,578210.529669994,659003.551359614,788705.675965505,946678.641817748
7,20,518900.927411977,446111.61386794,517267.350391026,585864.303502595,689466.179602499,851898.033820113
7,21,463262.017690982,383141.09825655,453984.561382169,528771.061486596,658397.996019145,846134.168501176
7,22,399745.7172321,336759.966705991,391718.081665549,449943.618375378,570439.144851786,670330.143622595
7,23,350174.849409555,286388.508328327,346006.027263111,407201.914604122,502372.499309011,663968.479538759
7,24,305243.340866962,245294.801841134,297170.15564065,352469.634084986,453515.340894612,569868.608675024
7,25,261446.360968964,204549.675266856,253409.058091582,310056.919204359,401980.500863152,527264.842105663
7,26,232063.414430738,173227.301596373,224287.561415319,280002.747319561,364276.73330805,499937.778567852
7,27,203739.703388447,155105.252076345,197991.54091088,245198.505059654,332799.772921023,394985.73875714
7,28,175179.237619814,126049.440996944,168629.391138029,214972.959995675,298675.246359145,409707.702537261
7,29,152777.579280661,111434.937786837,145183.419660538,187980.704468075,258660.8176674,394069.735712846
7,30,131243.477561468,88250.6384659477,122352.272316759,162111.222737893,250958.5996048,385276.989135366
7,31,110343.369770881,71801.2936954551,101749.323651319,139636.1224889,213628.88148311,319411.542196843
7,32,92116.2037891707,54400.7757028565,81512.1503065417,120285.89970218,193022.048382209,266280.797248136
7,33,82302.7874631464,47292.6148111721,70941.4667788055,105318.232668452,178333.133289467,302679.477370558
7,34,66489.6130783955,36095.3308218681,58774.7047892383,87056.302739065,147562.764316103,234501.172650518
7,35,56099.5581688729,27324.0822880735,46771.3195455371,73220.9068359467,141426.231182734,231349.864983758
7,36,47624.4480625434,23780.7671883775,39490.6687489038,61203.2442619469,114539.462923325,208671.081957799
7,37,43473.6031147893,17712.7667500078,32454.444370549,56622.0156306413,122278.563539118,227517.712456189
7,38,36831.0643395759,13843.2876938437,27659.4838117521,50529.1706018818,103443.680779384,162986.043026458
7,39,32503.9417037884,12564.0970078345,24703.6726832082,45778.1767537927,92714.504069201,142875.277045771
7,40,24970.9703441132,7777.73677851491,15352.5369906121,32080.7504678248,82644.3491711182,158762.102163459
8,1,63862.8758067125,39406.8863062802,56731.8274761793,80910.1289808464,132369.612251657,236836.330057155
8,2,403357.627913746,344085.516083802,391061.867387974,457167.663805601,551365.794524276,640445.152092405
8,3,778394.037098225,701088.52423953,768031.052850895,852437.789917583,970513.156293316,1102435.17608332
8,4,1052548.36506513,963251.323434203,1045725.30515025,1140068.19228487,1256512.39049852,1387794.44118018
8,5,1206611.52588945,1114679.83400219,1202478.74390692,1291534.57787568,1441405.09183071,1578274.42892193
8,6,1302610.59088704,1206533.49134807,1299024.55040305,1389529.34482144,1557870.57186739,1778266.84331026
