AQ,DQ,RealMean,Real25,Real50,Real75,Real95,Real99.5
8,2,106884353.208202,103069271.554121,106391629.164115,110738293.531836,116602454.722664,123872964.137727
9,2,107531474.975636,103431449.381548,107580730.254318,111294615.088759,117843192.904281,124551908.460461
10,2,107768978.283437,103613808.858173,107660044.687434,111883004.589563,118441976.176879,126163726.842091
11,2,108774781.692091,104886637.811929,108459825.413855,112492331.010128,118896325.348789,122513158.644864
12,2,108840823.810959,104450500.246353,108796208.021988,112990067.423688,119169755.799125,128790627.808476
13,2,110055622.451442,105640442.03746,110007963.501082,114719220.007449,120215278.281159,129019130.692163
14,2,110470683.046186,106349259.914357,110721176.750946,114292609.820488,120518533.34659,128612748.783359
15,2,110859796.31129,106667346.833346,110975250.004376,115008702.368325,121644814.124745,126761385.866089
16,2,111281570.478637,107192737.967035,111226405.693693,114960325.235821,121601533.271503,127841202.474217
17,2,111470830.150718,107231189.553746,111795843.291932,115473023.432999,121974358.901805,129909037.374728
18,2,112572209.549041,107967168.30152,112709587.824054,117024571.987007,122916078.87691,129198168.718426
19,2,113216129.485466,109649961.305235,112964277.49983,116956734.303741,123559015.886575,129934123.389365
20,2,113676384.049279,109101940.659171,113661423.402275,117897126.131088,123348539.89767,130355141.851147
21,2,113962650.842817,109939946.842095,113963615.354925,117897234.369308,123879586.466884,132307413.360284
22,2,114533254.610183,110272503.207517,114605527.131887,118657926.769569,124804111.720857,130860817.917689
23,2,114226349.703574,110262983.864841,114320986.448835,118038637.341405,124509455.563404,131618745.704666
24,2,116068898.602888,111938205.047496,115913241.744206,120257332.768462,125683725.711563,132855324.120211
25,2,116886876.963532,112603497.026747,116904420.142941,121049592.86901,127335049.688809,134944388.049462
26,2,116876433.548949,112773966.620301,116492554.350458,121257527.113104,127907843.156406,132793539.357319
27,2,117831578.052664,113749359.538702,117624611.818824,122178106.672892,128359221.456661,134097723.715603
28,2,118106938.739053,113791571.241697,117496608.938938,122177901.366154,129097533.908726,137671528.855375
29,2,118864157.353254,114827966.277374,118466219.668104,122909080.502578,129949554.903761,137283409.178366
30,2,119466897.824426,115286561.197431,119477296.887375,123830306.068206,130140204.188442,136034626.623849
31,2,120050837.792112,115732652.875521,119764950.688818,124277776.797349,131094131.238483,138396123.119061
32,2,120511103.48764,116026071.847972,120349276.042185,124679629.023657,131310611.916824,140414362.203499
33,2,121356336.7147,117099417.15053,120893329.713577,125630496.463319,132317078.430527,137441920.447435
34,2,121093371.827161,116518057.582221,120497064.854005,125128310.771809,132597780.114011,145589417.131258
35,2,121887283.258083,116932885.143565,122128617.107495,126426319.723869,133718216.726891,141050953.427727
36,2,122408476.768508,118058147.192078,122145958.332774,126370432.395756,135350957.064613,143584154.73645
37,2,123791390.542752,118853212.684536,123467628.131962,128477225.847305,136670290.043103,142054421.518681
38,2,124436662.681213,119532633.128858,124424902.364746,128828187.24677,135841193.136639,142674712.292248
39,2,124540956.427284,120230461.942004,124403657.953002,129107469.920603,135916044.313167,143729537.864231
40,2,125244064.388936,120373858.973053,125221936.244748,129437175.090776,136610965.282593,144092194.707756
1,3,92379379.0725391,89083518.3258047,92293350.01595,95627286.3894878,101193179.835662,109455409.190073
2,3,92848250.6309646,89020124.5626918,92668602.194179,96418783.5654741,102494100.785832,108583412.36974
3,3,93389622.6637675,89900031.2951264,93313491.4831831,96920892.0187925,101870332.320663,107641809.664433
4,3,93582472.1011562,89972175.2159698,93268167.0607544,97014939.1329667,102214195.162178,109675007.520694
5,3,93759583.6285413,90358724.2685393,93496124.9168159,96844612.2312763,103386913.559116,107599739.368584
6,3,94283368.4653739,91003150.1847834,94008413.8048959,97294079.038517,103221985.537587,110339135.371998
7,3,95404482.7056317,91564061.9054868,95260826.6199921,99091156.4663151,104357145.167229,111123175.998946
8,3,95454910.9443833,92199655.3301674,95169883.3019698,98906010.3018034,104122571.291796,111777780.416319
9,3,96190141.1431778,92664329.3133056,96487207.9717853,99777908.0666892,105030821.074189,111781972.989213
10,3,96817555.3491539,93606226.8461346,96723411.7226816,100160765.78917,105925963.478339,111445309.578582
11,3,97185406.0428911,93606964.7908041,97045528.3428831,100473082.77362,106065548.547008,111483810.848039
12,3,97171068.279707,93361510.1178538,97509375.1507364,100648173.345209,106447194.169731,112951570.233748
13,3,97700831.4126313,94397234.1735682,97790992.5649867,101144589.326217,106781003.748932,110967595.367853
14,3,97986877.5867922,94237146.0823844,98081125.4410667,101300054.639567,107275070.901706,113753626.088478
15,3,98791135.6229448,94537697.8767658,98471969.1027287,102679749.804588,109165045.091653,115487888.415924
16,3,99095204.5461544,95828815.7791732,98910742.3339362,102087567.294841,107934692.75063,114918808.613251
17,3,99725615.9581449,96251891.7955355,99688321.0937662,103091321.420783,109129312.002716,113684908.706297
18,3,100618985.143063,96885288.6422796,100682981.530996,104432228.556692,110140507.507431,116979101.921634
19,3,101010328.933674,97496427.6575479,101142930.97868,104650787.624977,110389439.240689,118044720.901955
20,3,101407329.624541,97204938.857777,101069935.12359,105576202.904327,110694596.749265,116569119.082882
21,3,102039074.863743,98164253.4554385,101539335.973902,105691354.96901,111795492.722967,119736304.562562
22,3,102489510.737901,98454674.3878112,102485379.30384,106236504.923996,112044016.703946,122804226.791252
23,3,102648788.855045,98765671.3564599,102636626.250838,106032966.236168,112682130.765133,117329425.922376
24,3,103889828.866999,100084412.010485,103911036.323257,107734322.331418,114072270.036847,119284830.192297
25,3,103866730.785294,99899416.1206456,103552261.754919,107936175.785071,113668959.496398,119586408.568087
26,3,104357770.904408,100543571.548748,104344519.043499,107829783.369643,113346767.780401,121623431.298144
27,3,104841457.483209,100970444.070879,104815450.590497,108446840.956581,114957018.367653,122107822.965004
28,3,105770247.193937,101585304.803838,105746462.741508,109780561.835844,115770229.846558,120707123.24134
29,3,106370759.037096,102114686.773531,106242185.065364,110398019.214455,116048229.349811,121235363.097028
30,3,106610932.921656,102478398.077675,106865003.103273,110664300.752291,116407627.621998,121470098.400936
31,3,107118004.136677,102843703.840923,106877402.122444,111246139.283,118102045.383565,122758028.007311
32,3,107627790.142267,103689576.42602,107196962.370894,111559920.454565,118060535.722685,123938908.638786
33,3,107630351.9038,103753423.158991,107860499.969629,111584712.725911,117215525.139717,122882145.307821
34,3,108709288.078688,104890828.449342,108732233.831164,112660994.854527,118695812.571913,129972601.6433
35,3,109549049.37673,105313585.701913,109410633.810423,113403287.792034,120355245.415878,126547105.994488
36,3,109681403.819128,105489534.434634,109682592.58507,114116929.850328,119829326.972496,128378719.403475
37,3,110238004.115797,106409214.812627,110070727.166838,114135580.558704,119497271.33142,127880269.892572
38,3,110883535.964793,106515129.262429,110815524.407043,115059312.809226,122328207.469169,129658319.971978
39,3,111474950.952208,107456432.578965,111367713.045774,115198255.728396,122266584.32309,128268241.093292
40,3,111835994.299919,107766174.722548,111890767.535347,115960670.944142,121035933.480392,129328436.231343
1,4,76875656.9734081,73812077.0594431,76793338.3164321,79863214.012558,85472086.2058419,88529339.7490767
2,4,77165486.2782655,74018451.5920055,77094504.8712194,80404613.1297273,85303787.8433428,89667008.3568912
3,4,77828516.3443679,74536953.5211018,77625761.0443681,80740546.1622903,87060238.0976746,93733263.5796979
4,4,78164607.0457758,74895842.7136695,77805984.7270399,81535444.8766909,85969891.0782905,92763980.0712042
5,4,78178970.3936184,75038078.9486272,78212604.8901345,81318949.1691732,85559024.3614409,92333850.9951277
6,4,79142623.3056534,75668694.3278122,79498446.6272351,82136641.3074972,86722850.1993246,90970296.7888555
7,4,79539241.415412,76464725.9811259,79486579.230157,82610440.1078639,87685467.3883834,93509072.1601375
8,4,79502127.6646851,76407411.7642558,79606973.301222,82326108.7840954,87683841.7549666,97234190.6340711
9,4,80387766.1637163,77022599.8271048,80402420.5783566,83687941.1688403,87918561.306621,93675491.6126115
10,4,80554978.2710984,77535137.5460159,80685548.0151179,83774522.0342135,87368575.0235879,91365420.4872612
11,4,80808494.3059821,77520522.1313344,80721151.6385184,83900341.7081251,89199655.557599,95168841.6888992
12,4,81363168.7437407,78205300.5062432,81109738.3644716,84184385.7081506,89800927.2756211,95062413.0286647
13,4,81762466.5897062,78673173.6166479,81736985.8396755,84933971.1782851,90256278.9113341,97998121.1122731
14,4,82198402.1786874,78643870.6711823,82274513.5161788,85203938.9202689,91151519.5589618,96063022.1020038
15,4,82435165.88001,78903952.0495713,82279199.9237503,85864059.3491645,90618390.1277351,95587312.23375
16,4,82870348.2820319,79383326.8250411,82613156.1495088,86247290.8189309,91388183.1783337,97869195.9632217
17,4,83649169.7065352,80855180.9426243,83551822.1584792,86516916.8250394,91325971.4223072,96491650.6567809
18,4,83574263.6723652,80130802.1722215,83462889.3330341,86483981.1764681,92576229.8280602,99259075.2198858
19,4,84441051.6684275,80936251.5796984,84437131.0605489,88098184.3374459,92779778.7077665,98409229.4112812
20,4,84702108.9121575,81492451.5773587,84701531.9681819,88020067.0047961,92201600.1131591,98815984.2782247
21,4,85095458.2271307,81579586.5877436,85045485.7612044,88116704.7186148,93567538.1525085,99868738.1924673
22,4,85185553.1796206,82223858.4818028,85278264.0791113,88049805.9184114,93389721.8534119,99745903.9766077
23,4,85596867.108923,82000045.3140556,85669329.8683972,89076347.1421504,93605354.4169818,102202460.115491
24,4,86521173.3450533,82873979.1866842,86409671.6392217,90003217.1513073,95769241.4676585,104306082.365475
25,4,86739528.3715579,83570152.1329368,86663550.3831023,90234699.317063,94848893.9203925,100433778.967671
26,4,86976382.1296008,83714104.1733148,87036148.1885667,90358333.0485117,95020080.0304824,105005714.002241
27,4,87799944.6084958,84174897.1370917,87522666.6093063,91325491.6788837,97157228.2079699,103841479.986838
28,4,87573000.3545179,83851266.9818806,87595373.8248446,90964971.7072043,96992449.9310206,102552426.154522
29,4,88485525.7048653,84573991.7521642,88294412.60614,92332988.9876747,97490178.3483817,101934167.68436
30,4,88641161.0895584,85159589.6787737,88628922.1744539,92015597.3513885,97394820.0144775,103025985.119968
31,4,89165907.7447878,85403338.6930526,88915618.0175998,92944495.0418695,99358786.1449872,104064553.600956
32,4,89881175.806532,86004610.6664157,89702680.3632622,93705497.3343267,100770322.774405,103804065.927223
33,4,89860024.8576054,86139775.7237316,89854962.3430058,93198454.0624368,98931760.6093777,104597311.61992
34,4,90794836.5546973,87050512.3894979,90552978.5378582,94324651.0501913,100558680.773164,107452303.640365
35,4,90687225.4480022,86893343.4620097,90883339.9184473,94595672.2663722,100022759.004042,105975398.568687
36,4,91676426.5598698,88005247.3194142,91372565.1879733,95614881.5985852,100474324.830025,108497785.090643
37,4,91760181.0826582,88113264.3511698,91814046.2923682,95474128.4608456,100956208.644164,107297792.930934
38,4,92316422.5722979,88711928.7194069,91802452.4897851,96342107.6435012,101711997.113421,109204711.877839
39,4,92519540.5980486,88763310.8998392,92408208.2318219,95795995.3611622,101743299.615437,107471554.840787
40,4,93152634.7472766,89355954.0529505,92824199.7005288,96527351.2759301,104085207.61857,108368937.347718
1,5,63806596.4000374,60731097.1686635,63612151.5618089,66643899.3735379,71200867.7876677,74881327.6361705
2,5,63859642.8805063,60911020.9203956,63661904.861823,66539297.2150028,71622008.5738408,76804180.3193104
3,5,64467183.0686231,61563093.7212567,64517966.019786,67293211.918715,71718556.9372171,75174016.9810531
4,5,64507655.7359348,61901373.8844201,64379314.2113547,67224340.4378096,71336221.4751103,74105850.130234
5,5,65122257.8470637,62369604.1833658,65222264.2876825,67917914.6395613,71591495.452088,76901408.7608272
6,5,64973575.9722982,62037025.9149485,64830100.1762677,67767898.7651111,72153260.1157423,76675086.3622269
7,5,65483449.5693402,62654641.0223541,65517970.167144,68287912.7049836,72576056.73174,80821157.9633941
8,5,65817400.3521601,62763495.6250646,65877712.5603677,68312940.8313343,73108200.7030116,79593353.9790871
9,5,66310484.3335685,63513028.8860472,66199862.076753,68970871.2615136,73619290.8507286,80209429.1424729
10,5,66635983.4685873,63350321.5426296,66532936.4608061,69737155.8251642,74361704.0274594,78401641.417916
11,5,67197910.0221953,64147784.7675121,67227960.8654147,69814490.2509816,75219673.0522971,79340026.2529581
12,5,67211272.2708097,64139666.3688692,67077127.7072717,70312991.7295019,75168764.9724271,81223291.1856836
13,5,67377808.1947618,64336819.9695287,67315357.8833713,70508212.0057696,74608823.1478529,81077469.2351683
14,5,68044585.8383335,65008329.7629793,67954999.7261748,70850272.7298777,75482360.4316668,80034284.7146881
15,5,68249454.6317384,65450394.2408579,68107214.132001,71078549.1240174,76085449.3689079,80398240.6465099
16,5,68339720.8701376,65282229.31701,68359845.5250174,71177012.1799744,76217150.6179194,81256590.9762894
17,5,68890927.36167,65891649.0515126,68647903.2998247,71964515.4310461,76421030.9909227,82766028.0110068
18,5,69273070.4034024,65861244.5292211,69173294.0747501,72443046.1410587,77230685.7006746,83772456.4704674
19,5,69785027.5970054,66878291.349382,69615621.2026181,72549936.885875,77467357.7039339,83723178.3787896
20,5,70044989.9883057,66946722.7469326,69509111.8048997,73040837.031518,78172729.379636,84646450.5716083
21,5,70642997.1579369,67524551.2056244,70819849.0860487,73399359.3899298,78842402.0898231,83754242.7077039
22,5,70883951.5310253,67846447.6624603,70585160.5882063,73663520.402553,78790218.2923118,86107989.832212
23,5,71370275.0999307,67975252.0071307,71349521.2815784,74244428.6235985,79056512.3673988,86254617.564116
24,5,71360199.2779631,68039049.5034057,71410320.3094123,74534030.186338,79316197.9156635,83109774.9086762
25,5,72034509.6802643,68937100.3855874,71866099.4306304,75292827.9126783,80212843.8014444,84895382.1529964
26,5,72159099.1559279,69170471.3492335,71982803.4539316,75393665.5123633,80235004.1617048,85234473.1728403
27,5,72353105.2239706,69257951.5030778,72197656.1211581,75637108.4396907,80241734.2221491,85133916.3483456
28,5,72722244.6894276,69585729.9242719,72508417.8086333,75636664.4337516,81369609.5921879,86995762.9405488
29,5,73553645.7232804,69983500.3263434,73520968.5333453,77020177.9928872,81604247.6014294,90928009.6404797
30,5,73788690.8223979,70633014.2981467,73725979.7041521,76848020.1281936,81665048.0913305,86769431.146881
31,5,74200836.3304342,70953490.6876926,73875651.6996956,77552821.5857916,82162309.6394896,87098521.8349109
32,5,74563401.4320554,71062487.8726172,74343914.2327871,77949244.5472688,83160692.8902034,87790163.074767
33,5,74843895.6651561,71430736.1287497,74496859.0217536,78196786.1278633,83175733.8359841,88868654.3807141
34,5,74980346.271679,71856384.5533611,74732209.8086154,78087475.7014835,83588471.0496345,90033336.9105565
35,5,75701592.1159013,71814902.4088635,75486836.7534358,79081359.5214711,85342078.4915945,90357679.8708821
36,5,75863118.7147777,72432991.7418997,75791196.7446867,79256910.8594502,84106356.4532594,88270098.88391
37,5,76029763.1042202,72571710.4052245,75840694.2149933,79491586.1724132,85217079.9450428,93297255.5536579
38,5,76221692.2918371,72576318.2750075,76228630.1406318,79581411.0202327,85251988.406427,90482136.6563726
39,5,77161759.3812909,73581046.2928871,76671344.0561329,80537446.9833699,86305811.0479131,91799200.5376771
40,5,77479493.1158523,73903314.5554598,77429115.3282864,80819037.0963717,85360851.3406883,93289213.8663227
1,6,52875074.3022252,50014544.620728,52992085.4682839,55444072.1742383,59389944.338871,63430558.6398853
2,6,53163752.8456925,50607160.525811,53010728.0798842,55555438.7822849,59047084.9627719,64111626.6781656
3,6,53174671.7370666,50462603.1114785,53067576.4744276,55872656.6588275,60297399.2633076,63827612.509724
4,6,53697700.66297,51165948.0183028,53800580.3078864,56178477.8806066,60418262.4737759,65266371.1091048
5,6,53883203.7468041,51340338.2171436,53561532.1293774,56439155.4541229,60512543.8533947,67278316.4196089
6,6,53962281.5761389,51235737.6445001,53786235.3352207,56418308.4192322,61212588.8857933,67183485.9145509
7,6,54609699.8677291,51912948.3934648,54712923.3143566,57134424.2354888,60693430.3207813,65162805.1295822
8,6,54610454.3428657,51972035.479603,54636781.0986963,57088563.2001716,60958890.6478925,66680580.7713299
9,6,54997445.634029,52212604.8953199,54709356.5549597,57621843.8892122,61620151.5384367,69444655.6000036
10,6,54912232.0915798,52196261.3932859,54902681.597881,57487800.3655462,61880872.5102016,67693695.1554407
11,6,55477953.4233779,52868639.1424068,55326568.6187574,58234100.7871644,61742337.7902191,68246883.1794115
12,6,55971215.529029,53217957.1139158,55940707.4257677,58789824.6625993,62590933.4856427,67700320.4557992
13,6,56156522.2336965,53321512.0772977,56184570.7819722,58894860.8252264,62823060.148885,67999128.3850595
14,6,56248994.4838912,53585764.5734892,56007268.8698957,59192677.7239997,63019462.4649428,66761571.9455349
15,6,56655740.1892501,53860966.0342894,56407916.0842974,59578218.621799,64091076.8568544,68084858.7374626
16,6,56921309.7357902,54108329.718987,56667935.2641303,59684885.3774191,64059862.0464945,69871716.2602072
17,6,57258894.2080483,54545408.7657199,57116200.9153132,59993898.0323003,63776321.5863523,67673808.3441184
18,6,57625673.9613081,54645803.2068993,57492553.2854797,60463901.4141573,64650908.9246679,68864122.3685193
19,6,57781750.6690588,54761874.1077966,57861114.7748576,60546836.2719514,65153021.8106189,71849265.0701657
20,6,57934007.0658995,55024595.4301711,57522765.1467002,60786586.9403287,65422287.632363,68297084.7271845
21,6,58310764.6443609,55459057.7322097,58238596.4841318,61224770.0402875,64626901.7809274,72829696.1122416
22,6,58733836.3879906,56162149.764783,58822469.6167479,61236877.7214813,65186243.903621,70245707.1554531
23,6,58717926.5268258,56027638.0364072,58667925.8152168,61685215.7499658,65971851.4637231,70561540.9340963
24,6,59179022.6426173,56499620.9995499,58951719.4281369,61768818.086252,66734385.6165833,71533007.6087509
25,6,59395832.7155716,56555047.2935123,59275100.5878647,62029080.2048181,67107614.6581474,71282935.3575022
26,6,59771559.2030834,56661270.6546072,59782582.3480291,62595524.6019293,66827772.0771731,71155146.473168
27,6,60015134.532516,57167476.9975926,59798490.5382903,62667597.9581538,66870125.5944762,72146136.4574198
28,6,60368871.8624277,57389061.2555666,60085621.3488752,63465568.843255,67500182.7705602,70613759.4805589
29,6,60591838.7054481,57439236.0910955,60543812.1472919,63523474.9720782,67764273.6435977,75757859.2006357
30,6,61091129.9831047,58175297.8642853,60919379.3654772,63928877.8846856,68750292.7907542,72836434.0175988
31,6,61576568.7422606,58753240.3910249,61616801.4971246,64266009.1097095,68676730.2108348,73096104.3042228
32,6,61427228.9419285,58465049.9840076,61121299.9117114,64206659.9042442,68960088.7865155,76008769.3119467
33,6,61787458.273501,58700569.7920226,62049967.8156279,64816956.1709281,68914164.4725167,73021916.8035568
34,6,62198299.3210819,59194763.2980476,61923899.3339651,65057996.9490482,70244873.7528258,73867921.7494547
35,6,62596307.1700894,59645813.1692926,62297190.0647803,65796550.5222565,70422705.6617288,77752049.4995391
36,6,62981063.6451206,59908843.0205429,62916152.4825766,66268912.7936071,71185699.2003258,73584646.7644573
37,6,62973777.2359689,59925616.3914272,62942602.6780308,66128771.0206176,70866809.7459675,77536087.1285459
38,6,63699755.7520297,60557096.2836111,63617972.1416635,66740431.9031277,71179143.1275763,75075423.950927
39,6,63853442.7489347,60400270.0936893,63693677.647628,66883060.5763672,71536821.9053817,80896912.1542187
40,6,64236989.7178703,61368027.004986,64061260.8970494,67025782.9411293,71177294.4853271,76101645.4407366
1,7,43819989.4218426,41622027.50112,43682360.1032168,46347553.9152645,50050435.2117484,54366279.0113831
2,7,43935270.3514206,41840382.0222843,43679317.7309557,46096821.0766907,50110845.4709091,56682413.9824985
3,7,44249049.8602283,41838666.4246129,44166104.6255314,46579553.1370267,50235735.0709749,55631533.8293307
4,7,44564262.4744163,42344196.3500042,44524972.0863595,46853352.5116631,50245065.968655,52925122.602348
5,7,44762162.874668,42305295.3874612,44496957.6556015,47086773.113943,50975467.1613738,54712088.7734268
6,7,45013495.5527875,42900673.9370112,44826295.6332208,47174523.6195122,50863085.7559647,54406086.9473626
7,7,45259395.0626105,42676068.6094653,45020799.9751776,47700811.2334032,51184313.3764639,57174345.4701743
8,7,45561947.6290933,42849280.712407,45716008.0215093,47997954.5293269,51790216.0454361,57252996.5719399
9,7,45781160.8472119,43457195.3055837,45679096.3659347,48105231.5066114,52327239.1584341,56485453.5196226
10,7,45911895.8890791,43524547.8720686,45844247.3618711,48156681.8315487,51822227.8121132,56755616.4533309
11,7,45808756.6539469,43585779.7447921,45368095.3407615,48235256.848771,51716791.7162875,56880334.4494961
12,7,46284431.4158694,43907429.0896008,46013400.6918564,48566300.8426672,52439631.7466279,55831822.2861858
13,7,46735842.8268013,44174145.0699482,46791588.4594551,49194821.6908666,52930637.6817746,57734627.6296853
14,7,46766214.787734,44090678.7795306,46826477.9811913,49437549.3537382,53646495.2777252,56774461.7277077
15,7,47013450.2351808,44308052.4538359,46869158.2444396,49659523.3090559,53248659.6218154,58239807.9438235
16,7,47363670.0250512,44758678.8912806,47500844.93166,50015435.8482098,53784727.0469772,60464207.0051296
17,7,47396408.9363134,44806409.3682161,47327190.1247814,49723906.1703066,53811292.583764,58929986.4793937
18,7,47857831.0343184,45009626.7494767,47639457.8335373,50350295.5438812,54996737.067834,58812297.2054274
19,7,48037035.4002693,45273671.4230471,47703255.179561,50513983.1913014,54787536.5592333,58791872.8305762
20,7,48055951.4549343,45615102.9331251,47985576.773605,50311942.6471391,54033985.6131165,59077942.0813969
21,7,48599337.1225149,45980267.1039335,48552863.2223273,51082491.3484478,55230061.0800465,58824531.1613862
22,7,48890965.0444002,46265279.6116238,48824599.6917199,51689253.6302775,55116550.1904647,58963879.5412789
23,7,48960413.2661777,46145067.8421019,48961992.9348571,51446457.1150287,55337501.8690509,60245948.571805
24,7,49057088.1131101,46252964.5926294,48968693.0975673,51747498.4396776,55909246.0104698,61665110.579103
25,7,49151320.4422688,46226195.6421673,49076255.0424767,51890338.2706687,56439141.3835895,60255786.8589332
26,7,49858970.411521,47364147.474038,49661079.3692616,52316200.7131227,56711857.3220018,60017261.9578238
27,7,50032160.0593997,47122813.9393174,49780693.7185985,53093964.865042,56818524.3157521,61253755.5909745
28,7,50121241.5993669,47273911.0208658,50287131.277333,52834821.5026814,56942948.7569275,62838924.3225543
29,7,50288275.7136264,47254971.9351374,50089979.7963658,52994314.1824039,57578559.2339948,62168196.0929399
30,7,50552338.2746244,47733305.0227336,50633184.9998147,53139790.1369294,57049254.1563814,61420970.9589956
31,7,51121262.7288507,48407540.5017253,51024842.6574347,53623407.9072808,57907608.0968334,62725363.1020087
32,7,51148747.332633,48162374.8463597,51140830.3981951,53911107.3492688,58336539.1218873,62756409.3555436
33,7,51733599.6332882,48880476.4225088,51450734.4840144,54586491.7209215,58951290.2297948,64779532.8540097
34,7,52116063.5378994,49319957.5303998,52117475.886542,54673511.9359643,58677117.0818877,63710791.2039278
35,7,52041718.6881296,49277132.4390599,51902065.5622843,54993773.6636941,59239946.2986277,65191206.9090021
36,7,52567097.0441746,49820324.48407,52416466.4789809,55346628.6272782,59533605.0591535,65336568.2655409
37,7,52804948.5584783,49912571.7992164,52641518.7061325,55525725.2953352,60420839.9649597,65238134.3619108
38,7,52864848.0656425,49907764.1877444,52812072.895768,55419103.0116937,59484875.5982954,64616814.9366794
