AQ,DQ,RealMean,Real25,Real50,Real75,Real95,Real99.5
2,8,1485361.06286785,1374831.26676739,1487416.05133524,1588388.07813743,1793774.15962599,1992495.64421361
2,9,1445936.89483471,1328943.96207437,1434244.55704247,1560826.34760848,1745384.9213298,1922096.88807596
2,10,1401142.5525383,1293518.83364535,1396181.05188985,1522058.35611368,1673620.42259318,1921087.12792089
2,11,1322994.51038463,1214419.73495822,1300178.39040449,1429790.75879875,1627982.24387897,1782716.06320925
2,12,1265282.74928221,1149847.45743452,1265811.75413901,1370183.92110055,1542523.60040093,1707291.89174689
2,13,1171630.69186059,1055956.43579224,1160034.09654924,1278462.80669331,1449994.36503046,1686118.0074188
2,14,1097028.9932994,988582.748377812,1085198.21374492,1198907.08613712,1383757.13038766,1617623.885782
2,15,1024586.82945381,922174.181298803,1011960.87581767,1130655.55094208,1296187.35392132,1563253.9719216
2,16,920982.328531227,823510.037758335,919562.635381865,1017230.65772227,1166776.58715983,1303765.26310079
2,17,832551.180275226,730985.978972681,825120.169906336,919670.561526503,1099885.49912551,1328812.78856548
2,18,737574.099332632,640962.500200425,728651.051744661,831336.674088824,985786.583695572,1080755.80568395
2,19,671126.667110707,580387.481124995,665955.862685192,763996.388480457,901623.066753032,1036368.50209925
2,20,608553.933539641,520166.745727575,603453.742531695,684694.528073338,814077.818131629,981467.33051345
2,21,529118.661301914,453382.260011123,531815.461545816,594256.597692525,740175.842431209,981006.015806467
2,22,470512.082880431,390946.592310487,461642.910212436,535608.574592991,671231.46841109,779499.488331988
2,23,407805.713874738,336964.676234091,404488.148305722,477354.575479957,574435.08971962,753953.04209492
2,24,350729.749533976,278386.895725617,336482.780018062,406704.397919837,534521.714829507,659887.55403355
2,25,311025.26409287,248902.771469025,297093.427573862,359557.379647454,499729.115696436,701546.566796014
2,26,260054.073227489,191483.011138488,240657.666573151,318758.33061547,441683.33188813,623544.728699507
2,27,230329.321873029,167778.802798417,219829.92725406,268902.294628742,390096.58694298,561524.184811096
2,28,193971.234804399,143304.091834604,184236.298276935,234890.893895007,322354.165139152,453095.541555908
2,29,164026.954496374,116853.448843701,154288.490125225,202328.732535744,282202.0298244,404735.569420075
2,30,143012.273410168,96067.7988768384,135226.412188495,179450.327288755,273881.638421535,349790.546079375
2,31,116031.764219112,73548.152306099,104529.297565092,146059.328762489,248000.981925361,356110.676320984
2,32,106288.658251222,65738.6092161125,99347.7547740162,133607.62061031,204036.292687008,490754.04056911
2,33,89103.1597883042,51809.8909013687,77291.8372535537,119974.734082873,181042.826021958,292301.036627962
2,34,71439.4251638718,39712.1994182554,62126.3930378088,97057.6283951372,166623.441141501,261072.908106163
2,35,61015.6022053194,32401.6015313903,48872.5553637614,78789.7269432468,143072.605710908,290748.718847077
2,36,54352.0678389971,24830.1163976732,42939.6336655864,72080.6324365874,148807.484902548,231052.018406417
2,37,45313.340975927,18453.3158600746,32897.6930007577,57087.674495061,128807.995576386,250112.635323071
2,38,36288.3677864069,15868.596265875,26714.4291548266,49724.093008708,97467.0802711264,186147.595464471
2,39,33350.2249125723,12525.56108971,24330.6447318734,42629.9666623837,110274.957393128,229956.530928406
2,40,25162.9408744007,7891.79697228107,16126.0564934739,33809.4262707789,82438.6048640146,189211.213258222
3,1,239124.237631663,193198.895420224,233873.3253731,281720.961569813,363873.98507854,481771.24105743
3,2,824266.696825008,735884.963805687,827973.409757548,898735.531392918,1036110.16298068,1233271.39903948
3,3,1122712.16510568,1026957.50458443,1108926.13366523,1209545.8727829,1368328.47302316,1544561.92620439
3,4,1320318.19348554,1217395.17198607,1328139.13137223,1425282.95858864,1575660.62517756,1822103.16614114
3,5,1433193.44625158,1314357.66007987,1434421.40078169,1537795.43834889,1742278.25687289,1915578.82975565
3,6,1464182.36785046,1343534.46441107,1460597.00155753,1568100.98401925,1747568.44158366,2041493.27001039
3,7,1499926.32361184,1388582.66993186,1480987.24087981,1600098.08577168,1768541.34065293,2042523.40367739
3,8,1482400.96718373,1369284.05274402,1471168.71038115,1599865.12388012,1805547.88042682,2143040.72916545
3,9,1461426.12499329,1350090.75211981,1448440.87272503,1570566.51506719,1756551.35270982,2163524.64453202
3,10,1382278.74324116,1284250.15481002,1381502.28200362,1478062.77920386,1649522.3630574,1786408.8130148
3,11,1330375.48120149,1209157.72272043,1312841.48583521,1444304.95005078,1671872.50651633,1850328.43338649
3,12,1273429.8155101,1172741.34452691,1273705.13133529,1370853.75826209,1556624.00047096,1814295.39359204
3,13,1192593.13254854,1072886.44385458,1184033.698708,1312397.01351127,1461681.99844808,1626006.86432143
3,14,1086587.88618347,974643.152599217,1075903.45776964,1195327.15925922,1378941.7721316,1526270.11369185
3,15,1000828.4136994,901217.141446839,1004982.20057863,1092637.38353438,1231142.16616876,1529246.79255538
3,16,911264.053047568,793641.451535326,906930.39592332,1014212.13594151,1155775.0209564,1399874.12346255
3,17,826679.149292635,716323.346326605,815745.834103062,921261.509499837,1085273.22375012,1270364.16186399
3,18,745990.613529254,653649.277333235,735987.974423215,836415.993925485,971616.804981183,1195984.26441459
3,19,670305.594729341,581600.228901323,660432.148536383,759668.593007298,877524.526732137,1086185.97505009
3,20,594704.389948091,506291.33729092,600186.387065491,672166.66507539,793734.836406341,970162.521116159
3,21,524038.091908306,441203.969018811,514709.065468241,594640.240522811,733258.990327174,908856.251546959
3,22,463711.83225662,378333.489669311,457922.512048739,528388.439381935,647907.048212384,852988.57995788
3,23,412503.125995402,335354.34754731,404481.34737081,477317.236105049,617348.158212826,769247.983876392
3,24,352878.54022125,281651.632876868,349791.275109365,409300.960815187,526890.889987031,927504.235150984
3,25,310631.461019458,242495.826748451,306302.569506335,371098.750306863,474661.062625891,677014.260808784
3,26,264153.161601688,198258.128471548,254627.759449465,313784.910338539,420399.724457268,566887.933254218
3,27,220169.458764002,174181.628484477,210534.754987827,262163.653258698,354586.791000491,457871.587094667
3,28,192795.828037735,134866.388976982,178657.263545546,234411.409408404,318386.87538518,525365.842277357
3,29,159770.689686856,113581.801480664,150823.001717291,197069.986445931,302953.250306988,436636.191445115
3,30,139273.651757526,92708.0548835722,126084.344571233,177880.299673682,267553.227634337,345949.025578958
3,31,117208.990891353,78814.9302546111,104996.283321186,144868.658658623,238401.682841156,341448.850769602
3,32,97978.8654209051,62724.2314355101,86527.734935661,122947.277831733,196417.409501239,324798.930548977
3,33,88748.0104004779,51744.621982766,78702.436391407,116666.814236277,199263.096436843,258797.092113736
3,34,73874.0797798609,43426.5948877622,62240.3543682701,93577.0069524693,172033.986226205,303139.633795003
3,35,61873.0175670252,31541.6204458979,49731.8912513568,85483.3028539908,144531.652492569,234943.295085289
3,36,49232.7354306192,21468.7425351946,39217.9682258107,65370.1426025717,121685.141059448,208617.67247039
3,37,39637.7407758664,17155.9429105611,28240.8013665955,52270.4882622812,103881.747905416,312330.090427895
3,38,35093.0318552752,14574.2288525101,28830.0442721717,47676.365069129,94444.1000369945,182100.565466437
3,39,31511.3305714551,11365.1633048482,23343.4399936073,47210.7460757013,85565.0814528956,168403.880694258
3,40,23500.5792539757,7000.68495979596,14826.0546158698,30318.3670754482,72598.1502872199,252551.969147273
4,1,265665.910447901,208470.210857421,254736.700754324,318663.055566223,411290.184262567,526514.408330066
4,2,891018.029555052,806951.252499915,892174.875105979,994478.696071475,1101629.44807339,1274049.06547583
4,3,1197688.27285202,1101378.31655959,1185953.24614296,1280367.79020422,1452935.22822047,1845721.28612329
4,4,1360806.01608519,1264089.7656414,1357150.33161097,1464834.52043334,1620190.19727849,1848753.89636454
4,5,1484059.5861252,1369799.72767098,1469999.04492597,1589434.29992175,1765436.38408029,1973022.59994562
4,6,1515022.39872131,1383347.71232,1505339.73579294,1629456.22750451,1842107.38783566,2073887.67801615
4,7,1518076.65129255,1417089.72053263,1507241.3746767,1633357.86580308,1816778.92064763,1915144.58289386
4,8,1496505.67134847,1376431.24244034,1487903.04279916,1617274.32908527,1802684.09419167,1939798.21269362
4,9,1459093.17223034,1351302.80160824,1451375.7946953,1561812.41903168,1766027.75118032,1942071.45453286
4,10,1404143.13236427,1290252.65146359,1391889.20835317,1512905.86178148,1687498.02177338,1887199.89344707
4,11,1336285.30609575,1218037.34219022,1323710.52615487,1437718.6463724,1625438.5774669,1884297.52661184
4,12,1233208.55151573,1114715.1720721,1231900.74139742,1333522.31501763,1523920.74986116,1803924.07743162
4,13,1168469.01786223,1045033.0176228,1159766.54034971,1279441.39845997,1427948.297485,1753719.05069014
4,14,1085683.25322157,992171.453665927,1075550.91260293,1168955.51781184,1364656.71312342,1513276.34910642
4,15,1001407.70697911,893441.665553054,987649.834983019,1102627.08725167,1297816.43865038,1434493.9050323
4,16,911853.323788844,806882.933283301,903542.20426649,1018884.24029416,1162626.09722157,1416816.38713466
4,17,804619.698651625,711230.049097413,798564.823656495,892863.893042386,1028483.07016089,1245973.35856057
4,18,735556.880458019,627186.181244379,738800.273902904,809314.925782849,973714.46781644,1106066.89862642
4,19,662390.114406311,572186.520441529,644901.464277438,742744.88594434,886064.616592639,1034172.91934336
4,20,583529.781131155,503335.892938188,573581.73317971,675160.578256264,792910.864805807,1164427.26709629
4,21,520536.014632473,431805.397262778,514831.61907508,585883.089021615,753183.323246065,939820.899511159
4,22,459234.63614022,377041.902056424,448640.956984285,538613.51528948,658580.125100295,847558.37663653
4,23,414500.780125642,337640.002883804,400506.494441303,485463.264737895,636685.598019526,765429.168512823
4,24,348513.354460342,275508.601299612,346017.119769409,411113.149097868,516357.024063593,677339.894167232
4,25,305434.340314312,242059.770481913,304722.16303541,364795.079572225,458560.962517564,580771.534768087
4,26,259885.12198658,192255.030422082,248310.21959341,309011.751158746,420255.402975502,590454.410024302
4,27,232436.385976156,175954.186171548,217813.022299706,294283.849501361,363171.265881924,465479.362162514
4,28,184587.833240936,130722.939922552,174161.229388429,229230.67617872,330396.453221171,459006.164584672
4,29,163211.120511547,111213.632348393,155955.179809071,195370.808668331,303110.697125794,462572.691296981
4,30,140916.344593514,93797.1452390071,130858.309095745,182376.515824257,253914.075921895,351265.595203486
4,31,115410.84026962,74001.7159302691,107174.296053294,139463.714866347,235074.206153678,339387.291709366
4,32,96492.2192944742,60874.0485532723,86374.1912340253,124040.033490916,192715.763033475,299737.633938007
4,33,83022.1466026462,48792.9831055837,73926.3123673247,103812.195390337,190581.842321912,290731.216404869
4,34,72539.5116695592,37783.5356515479,62779.984891951,93127.9109059286,175771.695661182,266883.897673586
4,35,64093.6667107795,31145.73033404,51219.4456077688,88940.3914353304,165465.949741147,295693.866299351
4,36,51229.5472050889,24630.260003277,39359.8264014662,67345.2309575563,123323.306459084,269368.606956028
4,37,38967.6016292521,18819.3076933879,32019.276270991,49100.9695413437,99929.9524888305,148606.117494747
4,38,36240.0942983404,14426.8215467466,24779.9424585166,46384.8500414591,112792.81583806,202310.154940628
4,39,31656.5176395485,12948.5151808243,21667.9159453832,42266.7805708346,87081.6122951221,158914.126988906
4,40,25377.2781952906,7464.98012654742,14572.3188807216,30584.4016908694,84901.1113483592,234213.701749664
5,1,313705.533290197,247112.820298972,299770.893844127,361756.250140167,484243.090324105,656582.167739096
5,2,984517.688496578,869059.46623048,984477.202412396,1090886.00959246,1235635.40036746,1509607.02349161
5,3,1265745.60587879,1154947.62871123,1266385.36149591,1367206.81599404,1530676.16842406,1828819.7831323
5,4,1411798.3738498,1307183.00809363,1403341.7435288,1516506.40109398,1657742.78460267,1943144.74833215
5,5,1520334.7363773,1415108.10170991,1507854.52173452,1652770.11019975,1803632.12763274,2060023.4626717
5,6,1544648.48174701,1424641.19371948,1542209.25717945,1647676.03855629,1870439.59079408,2071620.49261494
5,7,1532118.99448998,1406153.91279674,1525315.52299011,1663582.61353045,1823720.06341774,2062923.96837823
5,8,1506178.13925887,1398124.79078798,1494257.74662231,1600274.62174084,1807909.40168649,2067555.17959476
5,9,1458645.7984315,1334700.20768353,1455581.99579751,1576633.8333184,1751336.1431679,2274178.91401314
5,10,1403366.55519246,1276113.15177464,1391206.12909138,1516955.75912612,1716291.86181064,1964283.63366231
5,11,1337590.59088125,1229535.94818488,1337077.18263025,1437544.5774694,1600905.0190716,1930707.4859739
5,12,1253232.26537518,1128540.7104855,1248089.66487663,1364139.51008673,1558256.53866396,1708089.20565295
5,13,1173655.69233934,1065781.45086933,1168211.99968372,1281868.12254237,1481977.24741578,1556702.5333243
5,14,1085809.28450746,959062.967747451,1076918.29741035,1197793.56552782,1379508.93170748,1587608.5302379
5,15,993428.47271811,884573.360798014,984252.3458624,1079795.16012999,1283421.62004227,1442018.49022345
5,16,917451.899617278,814243.269844417,919843.183813692,1015612.31686171,1152787.74205989,1310045.10751568
5,17,829401.218444314,721226.737048447,828276.291684793,933293.030334779,1061990.92291112,1373449.53803897
5,18,744147.312926545,634521.715518138,727203.779306506,844258.193745541,983369.836650667,1221759.11126643
5,19,664118.466360371,561951.859322801,648728.336361009,752707.412280527,926547.352011865,1034460.2183106
5,20,591759.266219634,496595.411760122,580415.043439718,675759.890636209,829313.523789465,1060390.17814223
5,21,521461.832180703,437095.233915156,503453.966759707,598033.242808039,757637.833650857,931942.113203183
5,22,446668.960349657,374994.633384959,429945.345938211,516844.113702195,628489.05750952,759603.764061905
5,23,392376.292521409,322020.254583741,385649.867090486,454628.292482185,577911.444323619,792837.144135253
5,24,351903.781407051,283544.606462,340136.522037649,417604.050736264,523639.340041712,698853.402593166
5,25,298062.102709244,235080.049218495,288546.229440856,350986.483619778,444141.755508937,650719.470059886
5,26,262310.708754694,192876.02665149,248288.291264644,321063.854332766,425668.527183859,671456.34779852
5,27,230102.858124981,168222.649608219,216931.957550906,274909.224027461,403346.188019203,515030.05581392
5,28,195196.148592204,137823.024086684,181998.788789325,238401.320794938,349460.308738475,571467.883178106
5,29,165516.192447907,117804.35563076,153742.974444357,199542.203772963,314848.540885403,537333.580995289
5,30,131553.207891028,84975.7148949865,121148.654115748,166357.411924917,244372.957131748,379554.133260725
5,31,120396.366254962,74286.9375051293,105522.749584904,158333.953767099,259005.95890861,345837.766640038
5,32,102689.487886362,61335.5708296469,94543.7067364839,136057.259075045,213726.08340165,416372.495027422
5,33,91384.1382047805,48237.2569860435,81388.5607918326,115093.131857324,201878.040243362,341703.337796248
5,34,75926.8753928531,43690.916830377,66554.5896308129,101621.150745062,164724.551643178,265901.126792955
5,35,62137.8488732532,30110.6188067293,48555.1061451552,82765.3242841414,153478.234422092,340722.579004108
5,36,49691.7423959462,23468.7966431323,40936.3241625035,65596.085546813,125059.394520753,163517.182617188
5,37,43654.2362541041,20693.8455919199,33797.2878058256,59749.5701035843,109305.128184127,197995.836419535
5,38,41483.3364153239,12352.9117614763,26834.6963470074,55864.3931736876,131888.762643943,238449.419315586
5,39,30448.5083105268,11332.5762794919,20005.7246129577,41034.8626385094,83020.8583205709,300163.297290534
5,40,26530.2898689359,9882.28214247883,16394.0831825238,35169.2488813728,82009.3060597669,197511.552650952
6,1,357636.786621053,294874.044919317,349107.746949131,413975.212884651,528070.167669287,730338.908109472
6,2,1074355.39047682,978557.17081995,1073103.28109367,1171678.58231755,1339391.32537365,1504504.47896561
6,3,1337891.39429112,1222444.55038196,1329155.50064063,1448590.23931768,1656672.72609924,1821182.76468735
6,4,1464638.7326851,1353592.04947652,1462134.44630752,1558577.46018946,1737020.72225363,1937576.24766144
6,5,1538209.55546292,1413915.16670472,1543351.44862258,1672462.58718746,1820464.20301538,2118023.57970753
6,6,1575792.22957669,1455539.01463598,1550030.96579239,1695964.3202457,1874896.16828757,2101724.72153119
6,7,1563809.56602787,1447694.4198878,1552719.56439759,1676250.5332203,1893190.5791899,2026631.30310075
6,8,1526755.25061988,1397199.258259,1503115.99995213,1639734.80657434,1844717.32556485,2162845.68466343
6,9,1450644.3913971,1317370.62169676,1462459.95094661,1567472.72455253,1734770.91281333,1987348.33453763
6,10,1419678.02336682,1293630.48593237,1428264.00460943,1528358.74616212,1691342.22087405,1897929.01799019
6,11,1341909.1193159,1214536.21762806,1332656.95619277,1451926.26006122,1666826.0419209,1828366.84838061
6,12,1264276.03244158,1130705.99433866,1266384.73859525,1375003.05348814,1550632.5531892,1724151.17430553
6,13,1158816.50541291,1042122.84397973,1127058.84278079,1280084.78834857,1456073.40004502,1650828.85455757
6,14,1075653.14712585,970528.115575018,1058759.34601621,1173574.01412392,1348173.02161101,1739955.05701661
6,15,982400.667833753,871410.929223075,963939.337085104,1077086.35651493,1336497.58979935,1435705.1934561
6,16,900387.115527663,792927.331517845,902712.698353331,1000376.56469847,1160267.3921851,1346451.03201517
6,17,831001.177099283,740707.588967189,808421.958297523,913394.384074411,1096139.02660607,1270278.98702798
6,18,750277.197262784,646933.588088762,732578.170222727,845633.464059052,977631.621322293,1285467.8071507
6,19,653191.682960265,565883.275663546,648339.294888765,722533.865084974,860696.459250013,1024872.60108851
6,20,589214.982661006,507391.156196406,574255.496135493,659770.99833331,834043.823822363,1186054.79050939
6,21,502479.811918373,418953.862028389,484667.515633528,587460.609818604,709632.69871548,859986.239932299
6,22,453480.709288485,365802.086866889,447575.046793313,525014.588069385,659559.287343553,804834.501965538
6,23,398235.76642296,335411.611700505,395021.490368651,461487.387943198,567931.304169214,691744.7536851
6,24,342242.765349523,273720.987856547,330371.909541328,399590.552722022,500964.187387602,686020.739518552
6,25,300475.612941014,240952.318597037,292233.508612199,352249.082646746,468860.020209992,656322.841481776
6,26,257219.639447873,192484.899008922,245798.602865834,314580.711171277,416559.114502262,538324.918329634
6,27,225343.037192288,171856.760300211,220271.651530637,278204.711472654,377404.875293606,435700.549466207
6,28,197458.597745187,146801.737043659,186709.306558682,241916.686309378,332773.394498294,435848.759432603
6,29,163292.410622038,117335.804616612,157250.192698217,199965.834114756,299474.885995622,380130.283315237
6,30,142705.423546905,92245.7525476551,135437.8294015,182975.266038885,267275.963097444,390456.184834996
6,31,119583.249647713,75474.4727024708,107975.898381015,153379.75600593,246902.982085486,413572.455925064
6,32,103999.85032131,59304.1890474479,92602.3497249015,132717.017004521,230525.101725194,427744.26446817
6,33,85714.4380210791,50099.9018042635,72144.1673395419,111515.330250807,190456.470436102,330299.523151006
6,34,70583.4180943646,36950.0558097802,59522.2603311714,90224.3897014448,165461.71560109,333446.561049269
6,35,57184.8268423778,27378.5879384513,48466.8573238537,77564.5626246939,141601.049560084,250539.780596823
6,36,46047.1907639201,19223.1208214739,37216.5291711052,64777.6797429751,108930.187671946,221787.476276295
6,37,41334.4315725839,17796.3395155356,31333.1850730897,57283.338257424,113464.44003442,159739.791453266
6,38,36599.6646706329,12039.2053201939,24953.3507444929,46583.3892621689,121066.663849221,205615.105534508
6,39,33265.5064519941,12625.4236012032,22612.8273621387,39495.6179842647,104915.909058117,227049.918116488
6,40,27747.6849127879,7301.37424084442,15031.984697483,31364.6357468725,94315.5425812838,238536.668186728
7,1,388302.067057081,314448.46251638,383942.962967968,444954.304790006,571778.96742,851078.851166253
7,2,1155889.41520099,1046845.33568024,1138885.24230199,1269775.33698238,1455825.87464958,1684353.30599813
7,3,1397164.59424695,1278937.07498775,1387348.92101933,1509301.58885147,1720340.52426164,1988259.36682025
7,4,1512743.62514191,1382717.17221801,1506063.44507629,1642455.96788645,1793461.66962586,2046520.66937632
7,5,1584584.95447302,1472276.11932731,1575871.29989408,1689395.14111106,1898998.35128278,2081586.47803233
7,6,1567480.02683043,1460979.71020205,1557268.23005288,1659096.13608053,1863092.18111446,2090673.92320836
7,7,1560276.64033595,1437668.9156827,1544817.13745927,1673322.08966508,1874050.00339925,2042237.67805395
7,8,1530703.03832128,1424288.30331984,1515220.36609053,1639482.73790027,1842630.99683929,2005253.27181692
7,9,1492479.69139844,1370132.8952145,1484606.44508046,1629196.30626409,1818295.38358046,1929761.0624093
7,10,1401714.069843,1287220.54847691,1385361.87651461,1514646.48512873,1733998.04129696,1899724.5365278
7,11,1334980.09485678,1228569.6140292,1325192.54875063,1439815.1749008,1640442.45718021,1749484.24017749
7,12,1242776.55660908,1126362.22690004,1239147.19286396,1366593.93094449,1520503.44243422,1739262.90824778
7,13,1162562.5459747,1055840.11284769,1150650.10073779,1260997.24439211,1457955.82080181,1721188.58089384
7,14,1075843.62741461,959532.944642603,1076207.03268503,1186103.98303405,1338272.80190075,1535411.90230095
7,15,974615.085689638,855186.705612878,974867.997904317,1077184.1163855,1245257.8899366,1450033.00352629
7,16,881211.842389967,769061.211582735,864881.154231888,986662.942391848,1140851.24994211,1281277.42685795
7,17,802527.828134735,706827.436229119,791854.198421276,887585.292089658,1059117.53930808,1172607.34915634
7,18,721796.739740476,619032.54369475,715050.487327227,799894.924394898,1033199.38231031,1111896.17564643
7,19,653155.067585797,555762.40877328,647539.647367962,732789.367589434,886539.0947126,1169145.56984555
7,20,563537.510184815,476899.650585142,548818.457848103,643596.480831991,817078.628307214,1043914.60915224
7,21,522259.881222367,433289.959498907,523164.220416753,605760.024489593,726332.310196567,1007267.11042458
7,22,438856.606622921,351502.468593534,425134.699816638,523680.192122531,654208.461103897,737348.240112418
7,23,377925.911239047,308468.15247593,372032.376745064,443195.539665577,545347.665724299,656078.152020838
7,24,344415.856163415,268919.385791957,334257.225294044,401659.064035994,546215.017266605,723113.623459963
7,25,299576.622733304,229205.175543104,287990.872592148,349451.522571659,492511.013454986,601884.580719888
7,26,262286.681214507,205281.925712132,257745.617581714,309333.205406246,417404.255839411,680630.829683744
7,27,221256.238994071,159321.543616661,211332.685051023,274309.922030621,387299.211300534,541028.654925569
7,28,187925.6671198,135856.843850752,177443.416777375,236845.033388491,309768.061499216,444276.795143156
7,29,158250.224206673,112384.792947334,146918.363385479,195420.444223211,301115.689389902,358679.598445722
7,30,130302.332194735,86789.8951006448,122874.322292132,162804.23825034,239020.833138399,338876.570579218
7,31,116040.248524984,70367.8906482238,107553.896813687,142531.022103838,240183.885010447,376816.621907275
7,32,99194.8996960783,57657.3284516454,86759.1051521058,129480.135919391,202785.712054024,276553.359893733
7,33,80291.3229198527,45721.5869429448,68750.0882107554,106443.091994893,169059.059555237,330577.444036853
7,34,76090.5481371785,40884.4889081603,64694.1070037427,94013.2966499108,177221.486216228,286778.377685302
7,35,61181.8090222897,28458.9587428028,47035.6788859512,85455.8258995972,159336.107037533,282709.38654055
7,36,48881.9309846261,21209.9453705636,39217.7057908953,66660.8925511055,121368.392340275,283993.482329229
7,37,41486.9302250919,19242.2170776279,32800.2901334317,51941.8586609586,112610.869179981,180113.43564942
7,38,34244.8860687428,12985.5345689567,25138.7774506839,50196.7055830822,94476.7512122169,140676.929041574
7,39,32655.5301941422,9790.32894830863,21599.5056447623,42493.0260183351,92564.635882109,210585.344643073
7,40,22007.4471020948,6292.18202542013,15091.7026657242,29618.7380126951,67668.4363303513,137253.499393848
8,1,427610.086431958,355504.705735392,422539.754309988,475124.186240284,635681.891487566,752516.501041276
8,2,1217250.2560586,1113192.99978769,1192606.90769832,1326244.90243784,1503068.47364365,1788648.51005687
8,3,1474343.3820834,1364867.70481044,1487804.56663629,1587534.71957085,1736181.57438948,2126821.35393894
8,4,1572104.16877579,1469918.88911967,1563095.04705128,1668982.82060049,1917529.74986408,2142891.24693978
